Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Crop_Yield,Soil_Quality
37.460872027108415,33.782186986943096,8.0,12.917718182243124,80.0,12.572509754764337,71.5,55.0,40.5,18.27876325168955,13.916666666666666
39.56722347544866,52.66646646267966,6.5,10.2426412467598,80.0,7.839106021423561,70.0,66.0,55.00000000000001,2.254674208267196,63.66666666666666
37.1968538183801,33.47310060584381,6.75,10.402878828830984,80.0,14.649803215052618,55.00000000000001,40.0,27.0,2.1518180130853373,35.58333333333333
41.06368132050385,41.68412474494187,6.25,13.389692418971622,80.0,12.44055165210901,72.0,55.00000000000001,40.0,23.579096656968137,48.70833333333333
40.89316368200154,41.68862546210644,6.25,15.065169498832754,80.0,11.133308775919277,78.0,60.0,44.0,0.5669297945276307,53.08333333333333
37.1096061360354,52.6546745288555,6.5,17.507981826730862,80.0,8.195808263284821,70.0,60.0,50.0,61.85110775554646,60.0
36.96647308958615,52.653176351213226,6.5,17.60970782808449,80.0,10.890954019699558,63.0,60.0,55.00000000000001,69.42289755965098,59.333333333333336
42.07779646429021,31.404653689577692,5.5,16.732241047484877,80.0,10.678864808496623,60.50000000000001,49.50000000000001,42.0,44.40061127922674,25.33333333333333
41.034980778802456,52.66074866355763,6.5,17.834470353935437,80.0,9.506498697514289,91.0,72.0,60.0,31.152430971059463,74.33333333333333
37.457262694686186,33.46808004938166,6.75,14.97571527674485,80.0,8.85003008120229,55.00000000000001,40.0,27.0,27.500607590476307,35.58333333333333
37.1895898419082,31.409319106756193,5.5,26.366725790087408,73.6332742099126,10.44092395137165,60.50000000000001,45.0,31.5,20.60231825170257,22.83333333333333
40.893115703997104,52.66677608372563,6.5,15.065009459389534,80.0,14.360602231471953,91.0,72.0,55.00000000000001,0.6898494419046514,72.66666666666667
37.13163845825686,33.784490224833874,8.0,28.600845832948096,71.3991541670519,9.985912015979322,65.0,55.0,45.0,6.483882013014096,13.75
36.98289898079205,31.407991857624488,5.5,15.209900322350114,80.0,9.588184548706552,49.5,45.0,38.5,27.372616072547128,22.166666666666668
42.072850019707786,33.77463843419961,8.0,18.70170408973869,80.0,11.009196291358757,71.5,60.50000000000001,54.0,56.93490185108868,15.5
32.51816880272578,41.68291491164054,6.25,19.28199397161736,80.0,12.13032772109186,60.0,45.0,40.0,29.764974326685262,42.29166666666667
37.44793989976539,41.678699113814126,6.25,18.175562754509897,80.0,6.759397389878544,66.0,50.0,36.0,51.32034861311793,44.33333333333333
39.564195506966286,41.68679234487155,6.25,11.246190784661636,80.0,11.07336208104485,60.0,55.00000000000001,44.0,9.939658216534644,46.375
37.1844339026544,33.46685251989743,6.75,17.093197345863008,80.0,7.81546225191,55.00000000000001,40.0,27.0,33.69840395636187,35.58333333333333
41.04933772290637,41.677058145617,6.25,17.338585387490586,80.0,10.913347359612558,72.0,55.00000000000001,40.0,59.71061900499655,48.70833333333333
37.130185240464705,31.41137095931981,5.5,11.564124123337448,80.0,5.318328782688193,55.0,45.0,35.0,10.135818324693346,22.5
36.98112774967927,52.6605993685932,6.5,26.573292833367542,73.42670716663245,4.398204422224756,63.0,60.0,55.00000000000001,31.906967721267574,59.333333333333336
32.52487311909506,33.783294218834136,8.0,17.5934722885889,80.0,8.876435322728591,65.0,49.5,45.0,12.608628737682553,13.291666666666666
37.438837708384156,52.6521566539373,6.5,21.81717745475852,78.18282254524148,12.486297932814624,77.0,60.0,45.0,74.5764475921633,60.66666666666666
39.538667867205355,52.65212650745182,6.5,17.210370084333658,80.0,8.014640605694836,70.0,66.0,55.00000000000001,74.72880792976522,63.66666666666666
37.19589058648138,31.41245650946466,5.5,10.712255571694495,80.0,12.520016129867289,60.50000000000001,45.0,31.5,4.598427035828945,22.83333333333333
41.069095834099386,33.471558098635114,6.75,11.612921661426215,80.0,8.997258726548896,60.0,44.0,30.0,9.939936909801649,39.08333333333333
37.12410910286032,33.78079538591344,8.0,26.224033030052816,73.77596696994718,6.019504701592309,65.0,55.0,45.0,25.40515212452463,13.75
42.092930573044306,31.412171790260476,5.5,10.92364531739038,80.0,11.331458284438686,60.50000000000001,49.50000000000001,42.0,6.05077969634733,25.33333333333333
37.451134470876696,41.680295462178954,6.25,15.009068055973382,80.0,12.267805845374957,66.0,50.0,36.0,43.15821942372489,44.33333333333333
39.54788559947329,41.67869640408976,6.25,17.069374186254038,80.0,10.209406254970055,60.0,55.00000000000001,44.0,51.33420343375804,46.375
37.17187842700765,52.6539348762351,6.5,18.039192701674025,80.0,13.097538378483645,77.0,60.0,45.0,65.58931209911634,60.66666666666666
41.057580523501954,33.77815100938929,8.0,16.021414710006646,80.0,12.060545538297912,78.0,60.50000000000001,45.0,38.94700430472387,15.291666666666666
40.88343196060137,52.6618671500929,6.5,17.507133785130407,80.0,13.181915736464232,91.0,72.0,55.00000000000001,25.49960002176692,72.66666666666667
37.13288953052131,31.41270322376056,5.5,10.659578872977562,80.0,10.842975603205096,55.0,45.0,35.0,3.339937412435889,22.5
42.06213255993318,52.650273690477114,6.5,21.40960190157101,78.59039809842899,8.133288505281163,77.0,66.0,60.0,84.09294491993916,67.66666666666667
41.03982838207146,33.782089791752,8.0,17.647177558269014,80.0,9.448324786815938,84.5,66.0,54.0,18.77649982530085,17.041666666666668
37.45600430128612,33.46744325097858,6.75,24.352119489077587,75.64788051092242,15.064051097106743,55.00000000000001,40.0,27.0,30.71580272764917,35.58333333333333
39.54976866735818,33.464306159591324,6.75,16.913997335753933,80.0,7.992391815456361,50.0,44.0,33.0,46.55497714190161,37.04166666666667
37.17915034527912,33.77655529851547,8.0,18.82239117662856,80.0,6.6665085617677065,71.5,55.0,40.5,47.1186396895767,13.916666666666666
41.0430582145035,33.458567652257216,6.75,18.952969947120728,80.0,9.022080577055531,60.0,44.0,30.0,75.52870067180932,39.08333333333333
40.883855978426666,33.4686915251664,6.75,18.40976485647482,80.0,9.069199730219632,65.0,48.0,33.0,24.41326635337319,42.58333333333333
37.12387719184404,31.408263308627056,5.5,14.349284728161576,80.0,15.736952919519911,55.0,45.0,35.0,25.98794450843104,22.5
36.98212843359656,33.780025992285545,8.0,16.009537209013978,80.0,7.585789944773512,58.5,55.0,49.50000000000001,29.34521689300253,13.583333333333334
42.07798913640049,33.77718139879623,8.0,16.346588271262693,80.0,11.872359451156466,71.5,60.50000000000001,54.0,43.91238015176775,15.5
41.04222962020507,33.783286894067,8.0,16.622591581872776,80.0,15.02587974900466,84.5,66.0,54.0,12.646138870181147,17.041666666666668
32.52435084608319,33.470764834926406,6.75,17.480321166129375,80.0,8.70008977929232,50.0,36.0,30.0,13.945125375071612,33.83333333333333
39.554428055449215,31.40654962392633,5.5,16.1874262581097,80.0,10.869648434611378,55.0,49.50000000000001,38.5,34.729450166846235,23.83333333333333
37.19462462077308,33.7842304908128,8.0,11.678862783477886,80.0,14.080334098744515,71.5,55.0,40.5,7.813979934924675,13.916666666666666
41.05474987384605,41.67972452704025,6.25,22.85016140271336,77.14983859728665,7.826998613958702,72.0,55.00000000000001,40.0,46.07741078794234,48.70833333333333
37.13210999513159,33.47247729591437,6.75,10.863845282238383,80.0,6.687334634358601,50.0,40.0,30.0,5.298909846807394,35.0
42.07220035048395,41.67727904437326,6.25,17.288382272144194,80.0,10.67227744543125,66.0,55.00000000000001,48.0,58.581163664269134,49.29166666666667
41.03618789148549,33.780274878167546,8.0,19.21787011390172,80.0,6.801035565280095,84.5,66.0,54.0,28.07067229128127,17.041666666666668
37.458609951622854,33.468761816359915,6.75,14.2835837064146,80.0,8.198185956251244,55.00000000000001,40.0,27.0,24.058366117294295,35.58333333333333
39.56473448322249,41.68705988286064,6.25,11.312852667616088,80.0,9.52682812523769,60.0,55.00000000000001,44.0,8.571736478292113,46.375
37.19470399254624,41.68724751455381,6.25,11.21546954744202,80.0,7.374763531395647,66.0,50.0,36.0,7.61237563110036,44.33333333333333
41.0676484032868,52.66422440867919,6.5,11.143972692091433,80.0,11.02526792733148,84.0,66.0,50.0,13.586015126675544,66.66666666666667
40.87151233088024,33.46242802248984,6.75,23.63873813717129,76.36126186282871,5.522195906752921,65.0,48.0,33.0,56.03769136729424,42.58333333333333
37.12196098087607,52.66081772732892,6.5,12.982225215765446,80.0,12.225889049588396,70.0,60.0,50.0,30.80338267093942,60.0
42.0853809233798,41.683811329082445,6.25,12.762859878709309,80.0,4.860596412727368,66.0,55.00000000000001,48.0,25.181591946193155,49.29166666666667
41.042640035585656,52.664617694536545,6.5,16.378175789437037,80.0,10.836169104911985,91.0,72.0,60.0,11.598348403571068,74.33333333333333
37.45704530679207,33.78027773671692,8.0,15.026218498590916,80.0,10.140941781294226,71.5,55.0,40.5,28.056033659942344,13.916666666666666
39.54779253492848,33.46331280959993,6.75,18.11424966173749,80.0,5.8942296533744285,50.0,44.0,33.0,51.570401248477474,37.04166666666667
41.0449301900492,33.459501600841016,6.75,19.46412682149428,80.0,16.18224377464596,60.0,44.0,30.0,70.81319427220555,39.08333333333333
37.09789359820886,52.648850704645355,6.5,19.389125842400567,80.0,10.70039738944073,70.0,60.0,50.0,91.28471531363144,60.0
36.9700870853664,41.676968090980345,6.25,20.29212243424794,79.70787756575206,4.723781540730657,54.0,50.0,44.0,60.17106836221294,43.16666666666667
41.04401556946953,31.411772686025685,5.5,16.100371644018104,80.0,4.348349532298319,71.5,54.0,42.0,8.086610398029636,27.916666666666668
32.5204183341756,41.68404077727325,6.25,18.22866394361624,80.0,9.95584522409519,60.0,45.0,40.0,24.00842334658653,42.29166666666667
37.17497767089224,31.402043099232074,5.5,18.736840158059007,80.0,9.127923075906873,60.50000000000001,45.0,31.5,57.71723263224417,22.83333333333333
41.06178466784011,41.683190329127285,6.25,13.403199962331708,80.0,5.903005640549033,72.0,55.00000000000001,40.0,28.35676471691437,48.70833333333333
36.97102491438019,41.67743764745899,6.25,17.572944953452698,80.0,13.613905217727476,54.0,50.0,44.0,57.7702260869124,43.16666666666667
42.09049778525989,33.47110740997751,6.75,11.89818138732224,80.0,10.534385277283194,55.00000000000001,44.0,36.0,12.215463942046888,39.375
41.04394335436973,41.687118705651656,6.25,15.960451903163246,80.0,14.791338167562431,78.0,60.0,48.0,8.270975547813732,54.25
32.527848064025655,52.66592410604095,6.5,15.63717203334045,80.0,12.554206277136489,70.0,54.0,50.0,4.995744660303705,58.0
37.46745704220076,52.66662487671162,6.5,10.138657261379642,80.0,10.238447355452616,77.0,60.0,45.0,1.4540496907469922,60.66666666666666
40.873985634401684,31.403614584212836,5.5,26.871647017461942,73.12835298253806,13.043598078061894,71.5,54.0,38.5,49.70108774536169,27.33333333333333
37.111711423962305,52.65572134099645,6.5,22.910190914818894,77.0898090851811,5.430771283358941,70.0,60.0,50.0,56.56051919523635,60.0
36.97637633988197,31.40471838953395,5.5,19.63088773765821,80.0,15.728249921410391,49.5,45.0,38.5,44.07057680234768,22.166666666666668
42.07649838996646,33.77644373984997,8.0,17.814846183452854,80.0,8.625670291505871,71.5,60.50000000000001,54.0,47.68993161560262,15.5
41.034840081036506,31.407180444902473,5.5,18.98742102239157,80.0,10.435612180856374,71.5,54.0,42.0,31.511632367525827,27.916666666666668
37.44225621571414,41.67585893920999,6.25,19.665060701941748,80.0,7.714795252816541,66.0,50.0,36.0,65.84216136406593,44.33333333333333
37.1832440665738,31.406159281359333,5.5,16.29861250860741,80.0,7.2870501246867745,60.50000000000001,45.0,31.5,36.72058760108772,22.83333333333333
37.11521534017306,33.77643099895131,8.0,18.8012554731768,80.0,17.16963481665497,65.0,55.0,45.0,47.7551777576204,13.75
36.96516000245204,52.652511233867884,6.5,17.8853606359027,80.0,9.390863841871022,63.0,60.0,55.00000000000001,72.78440062298728,59.333333333333336
42.09092992094675,33.47132429091047,6.75,11.980074066420896,80.0,8.474782135318742,55.00000000000001,44.0,36.0,11.120432111545815,39.375
41.04049929096786,33.47014717914551,6.75,17.440220396893746,80.0,14.740402285225604,65.0,48.0,36.0,17.063669412800134,43.45833333333333
32.528497773807025,33.472866634895766,6.75,15.568647301064903,80.0,12.288541872394362,50.0,36.0,30.0,3.3331373297713385,33.83333333333333
37.44247384301837,52.65399486604463,6.5,16.972260711891483,80.0,8.73704655753921,77.0,60.0,45.0,65.28612360174236,60.66666666666666
39.55951504839602,31.40908065472401,5.5,25.377003993227195,74.62299600677281,12.460737218458767,55.0,49.50000000000001,38.5,21.818662067862107,23.83333333333333
37.18776418562076,41.68380000632172,6.25,13.749386994627445,80.0,13.9031572994869,66.0,50.0,36.0,25.23948522180648,44.33333333333333
37.11262227277538,52.65617424227609,6.5,15.274596493261283,80.0,3.1328162292010084,70.0,60.0,50.0,54.27155612796125,60.0
42.08783188853395,33.78205184087906,8.0,12.923560430495993,80.0,15.117474578013056,71.5,60.50000000000001,54.0,18.970846245583363,15.5
37.448673117317256,41.67906550748614,6.25,23.210480855537217,76.78951914446279,9.88356315183992,66.0,50.0,36.0,49.44697776809282,44.33333333333333
39.56757384857111,31.41309030672252,5.5,10.263293100289378,80.0,16.771594843279416,55.0,49.50000000000001,38.5,1.3654272234789648,23.83333333333333
41.06153913557495,52.66117944521141,6.5,12.632056095114455,80.0,14.157709963873296,84.0,66.0,50.0,28.975260492844622,66.66666666666667
40.88527430268026,31.409284368202194,5.5,18.59049274125842,80.0,14.702783262636904,71.5,54.0,38.5,20.77951961566349,27.33333333333333
37.12848763971633,41.68591962224514,6.25,11.59869206403046,80.0,10.541592525416297,60.0,50.0,40.0,14.401889005358456,43.75
36.97493382892081,33.464066819579244,6.75,19.33924518331591,80.0,7.19045794750979,45.0,40.0,33.0,47.76340486290677,34.41666666666667
42.079895134526694,31.405696236211543,5.5,16.023051047624563,80.0,13.614911941902244,60.50000000000001,49.50000000000001,42.0,39.08258089997641,25.33333333333333
37.4485625797231,33.776045483707506,8.0,21.98582213774405,78.01417786225595,7.92880214709475,71.5,55.0,40.5,49.7294013211563,13.916666666666666
39.56352282091766,41.68645843577876,6.25,11.84793687985183,80.0,6.963686874219498,60.0,55.00000000000001,44.0,11.64693540793098,46.375
41.03832543348633,52.649609339243604,6.5,18.87736286244457,80.0,6.623742976759333,84.0,66.0,50.0,87.45057605407847,66.66666666666667
37.10227550387253,52.651029519234356,6.5,18.48103182406709,80.0,6.9484234883638285,70.0,60.0,50.0,80.27298638085095,60.0
36.98613294579521,31.40961486299757,5.5,26.38325813199419,73.61674186800582,5.112092168337243,49.5,45.0,38.5,19.09366566444544,22.166666666666668
42.07429867584547,33.46297737566256,6.75,20.64824742486185,79.35175257513815,6.81922517816164,55.00000000000001,44.0,36.0,53.26400719820732,39.375
41.04310561759741,52.66485288070118,6.5,15.990423803839274,80.0,9.566918764228172,91.0,72.0,60.0,10.409717527533685,74.33333333333333
37.44529387118386,52.65542050355211,6.5,21.94291134520144,78.05708865479856,2.0219459288518813,77.0,60.0,45.0,58.08095163892838,60.66666666666666
37.184276473347126,33.77909784202117,8.0,15.548663195938964,80.0,9.448191533773064,71.5,55.0,40.5,34.09827439683498,13.916666666666666
41.06200870305869,41.683300703607166,6.25,13.528166694908473,80.0,8.91432708630099,72.0,55.00000000000001,40.0,27.792420001301103,48.70833333333333
40.878943365944934,31.406104626991468,5.5,21.111016731039683,78.88898326896032,3.477029307740059,71.5,54.0,38.5,36.99937953155887,27.33333333333333
37.12946212787788,33.783422246266724,8.0,11.879853531797282,80.0,4.874490161294477,65.0,55.0,45.0,11.953000255399823,13.75
36.97745853199918,33.77769149744288,8.0,17.502387597103162,80.0,6.840223838065011,58.5,55.0,49.50000000000001,41.30016498228502,13.583333333333334
42.08151394695478,52.65999122801426,6.5,13.85391974223204,80.0,9.172571303194024,77.0,66.0,60.0,34.98051020721,67.66666666666667
41.04101848573585,41.68565827349396,6.25,16.63066511121059,80.0,6.246659270844091,78.0,60.0,48.0,15.738165170114904,54.25
37.45900076545289,41.68422630173347,6.25,13.35334500840099,80.0,9.709521887819768,66.0,50.0,36.0,23.059836781538586,44.33333333333333
39.54581460691752,33.46231855701687,6.75,20.078434725317425,79.92156527468258,4.739591751248012,50.0,44.0,33.0,56.59038254030796,37.04166666666667
37.18514342864194,31.40710505270869,5.5,15.832075743814444,80.0,7.072060575125,60.50000000000001,45.0,31.5,31.896207948018123,22.83333333333333
41.060883423559446,33.46746083934613,6.75,16.668217657252985,80.0,16.835436184565218,60.0,44.0,30.0,30.626999059889165,39.08333333333333
40.87021475895876,33.46176959918566,6.75,25.776197692165365,74.22380230783463,12.016771853241316,65.0,48.0,33.0,59.36207063012978,42.58333333333333
37.124031067556416,52.66184703635695,6.5,12.90928482995364,80.0,6.866515760800365,70.0,60.0,50.0,25.601254843234432,60.0
36.98836271061535,33.78314252209771,8.0,12.301201598453192,80.0,7.665085823793062,58.5,55.0,49.50000000000001,13.385467724908256,13.583333333333334
42.094951261921125,41.68855438362258,6.25,10.10813611192484,80.0,16.01672213691986,66.0,55.00000000000001,48.0,0.9303540824870244,49.29166666666667
37.465533917465585,33.47226562557523,6.75,28.80380967863092,71.19619032136907,9.352943419296228,55.00000000000001,40.0,27.0,6.367633389121703,35.58333333333333
39.54321693548533,41.67637896438677,6.25,20.715329514449596,79.28467048555041,4.435642587522083,60.0,55.00000000000001,44.0,63.18327263518051,46.375
37.183498242500924,52.65977467270381,6.5,13.874970483148124,80.0,13.622776511290786,77.0,60.0,45.0,36.07498074617968,60.66666666666666
41.04303342962529,52.651955885004206,6.5,17.16154365595385,80.0,9.616912448167684,84.0,66.0,50.0,75.5911337800403,66.66666666666667
37.12272470824429,31.40769553931003,5.5,15.726133885646735,80.0,9.98399058749001,55.0,45.0,35.0,28.88413579459063,22.5
36.981521084149605,33.779722376861955,8.0,16.87292554725489,80.0,6.8535149977549725,58.5,55.0,49.50000000000001,30.900031477213144,13.583333333333334
42.08768341692018,33.469694930402774,6.75,13.245673465132302,80.0,14.964935127209756,55.00000000000001,44.0,36.0,19.34707331488381,39.375
37.4455753249425,31.402112770933048,5.5,20.3228433901335,79.6771566098665,10.358817006661209,60.50000000000001,45.0,31.5,57.36183728557853,22.83333333333333
39.54768325721718,33.77563182489895,8.0,18.09330979854966,80.0,12.501766463646712,65.0,60.50000000000001,49.50000000000001,51.84774807975915,14.583333333333334
37.18365663827103,33.466461501570286,6.75,16.335251926742266,80.0,12.203358422350902,55.00000000000001,40.0,27.0,35.67265549012927,35.58333333333333
41.05513823358489,41.67991585858379,6.25,15.610269672515024,80.0,12.455454203915618,72.0,55.00000000000001,40.0,45.09913260581967,48.70833333333333
37.13380607774871,33.78555392875557,8.0,10.18096244951391,80.0,13.387208312605429,65.0,55.0,45.0,1.0366542300051396,13.75
36.95957472693258,52.64968212715443,6.5,19.691419029879988,80.0,8.451865815347878,63.0,60.0,55.00000000000001,87.08270595279521,59.333333333333336
42.08159623749698,52.66003248726118,6.5,12.688623556474788,80.0,7.432675751762286,77.0,66.0,60.0,34.77198597327635,67.66666666666667
32.528276546743015,33.472754509711216,6.75,15.674923604098442,80.0,16.127189268142217,50.0,36.0,30.0,3.899257386565272,33.83333333333333
37.44954499608452,33.77653563676421,8.0,19.33882512085444,80.0,10.84909661618565,71.5,55.0,40.5,47.21932751774808,13.916666666666666
39.535103840884645,52.65033673721005,6.5,17.927517304292895,80.0,10.246851967826272,70.0,66.0,55.00000000000001,83.77430673173001,63.66666666666666
37.18302850699211,52.659538596686325,6.5,14.878613600540293,80.0,8.334328002613715,77.0,60.0,45.0,37.268108938588014,60.66666666666666
41.05035468950492,33.46220794152807,6.75,17.83926736885636,80.0,8.663492435797684,60.0,44.0,30.0,57.14888014325771,39.08333333333333
37.13166367836525,41.68748062070489,6.25,10.976065416698376,80.0,6.987577699743796,60.0,50.0,40.0,6.4205038806205295,43.75
36.979131572807105,33.46619520625955,6.75,17.300375051498236,80.0,9.250806151524596,45.0,40.0,33.0,37.01718051401956,34.41666666666667
42.08199941233077,52.660234633091974,6.5,13.624380068264628,80.0,9.502830840560154,77.0,66.0,60.0,33.7503409444467,67.66666666666667
37.45126220551612,33.46504355704071,6.75,17.776884084034542,80.0,8.13138851073015,55.00000000000001,40.0,27.0,42.83185741999237,35.58333333333333
39.55776113491798,33.46832376360534,6.75,14.159425521873532,80.0,17.505094638581326,50.0,44.0,33.0,26.270094475125628,37.04166666666667
37.1899841464779,33.46964468058503,6.75,13.133003658117152,80.0,6.479289378963625,55.00000000000001,40.0,27.0,19.60078464469299,35.58333333333333
41.03185516301294,52.646384445828005,6.5,20.242654692538004,79.757345307462,8.343330867157086,84.0,66.0,50.0,103.7491873765401,66.66666666666667
40.87331970191706,33.77571785132129,8.0,26.78688182516354,73.21311817483647,12.813514904699932,84.5,66.0,49.50000000000001,51.40720677096523,16.666666666666668
37.121955554398625,33.467423204101756,6.75,15.823489137185703,80.0,5.518511076357278,50.0,40.0,30.0,30.817019408753943,35.0
36.97832000064818,33.77812214765601,8.0,16.429326953624525,80.0,11.003370369961075,58.5,55.0,49.50000000000001,39.09480524084591,13.583333333333334
42.07719923773274,52.657827897351694,6.5,25.051022693831747,74.94897730616825,7.103147200368545,77.0,66.0,60.0,45.91398337584695,67.66666666666667
32.527382357232945,33.47230130492685,6.75,16.118939758194493,80.0,12.722484305251768,50.0,36.0,30.0,6.187488342851154,33.83333333333333
37.443070738948805,52.654296620912504,6.5,21.619374018936064,78.38062598106393,6.6045515736019125,77.0,60.0,45.0,63.761054499501206,60.66666666666666
39.53909087285154,52.65233893094411,6.5,17.3127427632377,80.0,8.865121349388913,70.0,66.0,55.00000000000001,73.65521959974299,63.66666666666666
37.17125656711417,52.653622346727886,6.5,17.028087965701893,80.0,12.145021041403425,77.0,60.0,45.0,67.16883622854955,60.66666666666666
41.04563680107455,41.67523482817238,6.25,19.28722965858703,80.0,10.953415507605651,72.0,55.00000000000001,40.0,69.03324109935178,48.70833333333333
37.13151950875879,41.68740976245709,6.25,10.91532164506382,80.0,11.254757664358,60.0,50.0,40.0,6.78280210166015,43.75
36.99122367172059,33.784572723314156,8.0,11.089521573637658,80.0,8.15494596598061,58.5,55.0,49.50000000000001,6.061407295496293,13.583333333333334
42.08981007335477,33.47076226005325,6.75,12.02554851465217,80.0,5.920431577060242,55.00000000000001,44.0,36.0,13.958125909630825,39.375
37.46101444064867,33.78225804075981,8.0,12.76783192724736,80.0,10.582269978694924,71.5,55.0,40.5,17.9148966563336,13.916666666666666
37.18616799474655,41.683007061901506,6.25,25.10200981841056,74.89799018158945,7.780377170609837,66.0,50.0,36.0,29.29381004230727,44.33333333333333
41.052562443853105,33.77568263551008,8.0,21.91452217232399,78.08547782767602,14.69657208770302,78.0,60.50000000000001,45.0,51.587546940159,15.291666666666666
40.8804547957294,41.68225734815587,6.25,18.391497055960205,80.0,9.85591140785747,78.0,60.0,44.0,33.12709642376564,53.08333333333333
37.11178402304667,52.655757439433124,6.5,15.538399348633025,80.0,13.365559568280544,70.0,60.0,50.0,56.37807769622457,60.0
42.09403745427925,41.68810150105569,6.25,10.353339029488632,80.0,6.245381727428668,66.0,55.00000000000001,48.0,3.245942646986656,49.29166666666667
41.040371085832746,31.409948658045934,5.5,17.527509053057457,80.0,9.91322534747539,71.5,54.0,42.0,17.390977122727666,27.916666666666668
37.44435972027817,41.67691007438721,6.25,18.21361379933772,80.0,13.987457590397296,66.0,50.0,36.0,60.46770720295279,44.33333333333333
39.54657028361178,33.462698415889925,6.75,18.54501878794256,80.0,5.721623401992109,50.0,44.0,33.0,54.67247509027096,37.04166666666667
37.186611345160024,33.4679479257133,6.75,14.799210246778284,80.0,5.707674693645855,55.00000000000001,40.0,27.0,28.16769999207429,35.58333333333333
41.06817672925191,33.78336324182126,8.0,11.594741712625597,80.0,5.639720508176782,78.0,60.50000000000001,45.0,12.255162020579526,15.291666666666666
37.108433360002365,52.65409138952606,6.5,23.09401012510299,76.90598987489702,12.357400475952495,70.0,60.0,50.0,64.7982939265699,60.0
